"","종목코드","종목명","관리여부","종가","EPS","PER","BPS","PBR","주당배당금","배당수익률","게시물..일련번호","총카운트","시장구분","산업분류","현재가.종가.","전일대비","시가총액.원."
"521","206640","바디텍메드","-",10700,"-","-","2,913","3.67",50,0.47,1092,NA,"코스닥","제약",10700,-50,250576109600
"522","031980","피에스케이","-",12300,"1,940","6.34","11,230","1.1",400,3.25,179,NA,"코스닥","IT H/W",12300,50,250078729200
"523","007160","사조산업","-",49850,"8,847","5.63","76,465","0.65",200,0.4,1657,NA,"코스피","어업",49850,-150,2.4925e+11
"524","122900","아이마켓코리아","-",6920,"221","31.31","10,532","0.66",350,5.06,2098,NA,"코스피","유통업",6920,40,248727912800
"525","089600","나스미디어","-",28400,"2,805","10.12","13,659","2.08",690,2.43,738,NA,"코스닥","기타서비스",28400,-350,248633224400
"526","002030","아세아","-",113000,"23,008","4.91","310,339","0.36",1500,1.33,1432,NA,"코스피","서비스업",113000,0,247585712000
"527","042520","한스바이오메드","-",25000,"831","30.08","5,450","4.59",100,0.4,333,NA,"코스닥","제약",25000,1250,246446425000
"528","203690","프로스테믹스","-",5420,"-","-","867","6.25",0,0,1081,NA,"코스닥","제약",5420,300,245931508140
"529","084370","유진테크","-",10700,"1,237","8.65","10,038","1.07",230,2.15,701,NA,"코스닥","IT H/W",10700,-100,245201649400
"530","237880","클리오","-",14450,"473","30.55","7,894","1.83",100,0.69,1186,NA,"코스닥","화학",14450,-100,245186082750
"531","214390","경보제약","-",10250,"751","13.65","5,919","1.73",250,2.44,2148,NA,"코스피","의약품",10250,150,245045315000
"532","136480","하림","-",2800,"398","7.04","3,551","0.79",0,0,951,NA,"코스닥","음식료·담배",2800,90,243448626400
"533","023900","풍국주정","-",19200,"1,124","17.08","9,439","2.03",270,1.41,129,NA,"코스닥","음식료·담배",19200,600,2.4192e+11
"534","000430","대원강업","-",3875,"351","11.04","7,374","0.53",115,2.97,1339,NA,"코스피","운수장비",3875,-10,2.4025e+11
"535","095610","테스","-",12150,"2,781","4.37","9,592","1.27",400,3.29,788,NA,"코스닥","IT H/W",12150,-50,240183945900
"536","238090","앤디포스","-",14500,"530","27.36","5,270","2.75",250,1.72,1187,NA,"코스닥","비금속",14500,700,239803146000
"537","015360","예스코홀딩스","-",39950,"4,481","8.92","106,531","0.38",1500,3.75,1815,NA,"코스피","금융업",39950,-50,2.397e+11
"538","016590","신대양제지","-",59300,"7,032","8.43","68,314","0.87",375,0.63,1827,NA,"코스피","종이목재",59300,600,238966072600
"539","272550","삼양패키징","-",16800,"1,966","8.55","17,296","0.97",0,0,2170,NA,"코스피","화학",16800,-200,238724707200
"540","026890","디피씨","-",5710,"188","30.37","3,277","1.74",70,1.23,1889,NA,"코스피","전기전자",5710,250,237982379250
"541","052260","SK바이오랜드","-",15850,"799","19.84","9,188","1.73",250,1.58,430,NA,"코스닥","화학",15850,0,2.3775e+11
"542","005680","삼영전자","-",11850,"529","22.4","23,542","0.5",250,2.11,1603,NA,"코스피","전기전자",11850,0,2.37e+11
"543","243840","신흥에스이씨","-",35900,"1,004","35.76","10,647","3.37",100,0.28,1203,NA,"코스닥","IT H/W",35900,50,235205419700
"544","034950","한국기업평가","-",51800,"3,462","14.96","19,356","2.68",2250,4.34,221,NA,"코스닥","기타서비스",51800,-800,235198625200
"545","012610","경인양행","-",5800,"90","64.44","4,812","1.21",50,0.86,1783,NA,"코스피","화학",5800,200,234298917000
"546","002100","경농","-",10800,"568","19.01","8,157","1.32",295,2.73,1434,NA,"코스피","화학",10800,250,234270900000
"547","090360","로보스타","-",24000,"973","24.67","6,445","3.72",50,0.21,745,NA,"코스닥","기계·장비",24000,850,2.34e+11
"548","003570","S&T중공업","-",7200,"-","-","18,194","0.4",0,0,1514,NA,"코스피","운수장비",7200,-50,233808760800
"549","102260","동성코퍼레이션","-",5130,"223","23","6,505","0.79",200,3.9,2073,NA,"코스피","서비스업",5130,180,233132696100
"550","102460","이연제약","-",13900,"801","17.35","13,985","0.99",350,2.52,2075,NA,"코스피","의약품",13900,400,2.33103e+11
"551","001270","부국증권","-",22450,"3,797","5.91","35,752","0.63",1200,5.35,1386,NA,"코스피","금융업",22450,-150,232803940700
"552","095270","웨이브일렉트로","-",21550,"40","538.75","3,919","5.5",0,0,785,NA,"코스닥","IT H/W",21550,1000,232715605400
"553","004150","한솔홀딩스","-",5000,"-","-","10,073","0.5",50,1,1536,NA,"코스피","금융업",5000,100,231799355000
"554","011810","STX","-",11750,"20,985","0.56","2,224","5.28",0,0,1770,NA,"코스피","유통업",11750,400,231791098500
"555","004360","세방","-",12000,"1,372","8.75","33,681","0.36",175,1.46,1543,NA,"코스피","운수창고업",12000,0,231704280000
"556","166090","하나머티리얼즈","-",12050,"1,099","10.96","4,515","2.67",250,2.07,1009,NA,"코스닥","IT H/W",12050,400,231558511700
"557","002810","삼영무역","-",14050,"1,629","8.62","17,543","0.8",275,1.96,1469,NA,"코스피","유통업",14050,0,231356053150
"558","041140","넥슨지티","-",6540,"-","-","3,506","1.87",0,0,314,NA,"코스닥","IT S/W & SVC",6540,70,231341525880
"559","060150","인선이엔티","-",6320,"84","75.24","4,592","1.38",0,0,509,NA,"코스닥","기타서비스",6320,60,231308132160
"560","003200","일신방직","-",96000,"6,858","14","286,250","0.34",1500,1.56,1489,NA,"코스피","섬유의복",96000,600,2.304e+11
"561","023910","대한약품","-",38350,"4,139","9.27","19,313","1.99",300,0.78,130,NA,"코스닥","제약",38350,-200,2.301e+11
"562","001200","유진투자증권","-",2375,"580","4.09","7,309","0.32",0,0,1381,NA,"코스피","금융업",2375,10,230057742750
"563","032620","유비케어","-",4400,"90","48.89","1,155","3.81",30,0.68,186,NA,"코스닥","IT S/W & SVC",4400,125,229667411600
"564","290670","대보마그네틱","-",71000,"1,508","47.08","2,768","25.65",0,0,1282,NA,"코스닥","기계·장비",71000,3000,229514600000
"565","004700","조광피혁","-",34450,"6,005","5.74","33,938","1.02",0,0,1558,NA,"코스피","기타제조",34450,0,229062804100
"566","143160","아이디스","-",21150,"928","22.79","14,178","1.49",200,0.95,977,NA,"코스닥","IT H/W",21150,800,226651648500
"567","018120","진로발효","-",30100,"2,108","14.28","12,001","2.51",1100,3.65,94,NA,"코스닥","음식료·담배",30100,250,226472400000
"568","018290","지엠피","-",8300,"-","-","1,197","6.93",0,0,95,NA,"코스닥","일반전기전자",8300,170,225758904400
"569","016250","이테크건설","-",80500,"10,678","7.54","92,905","0.87",750,0.93,81,NA,"코스닥","건설",80500,-1400,2.254e+11
"570","084680","이월드","-",2490,"42","59.29","1,455","1.71",0,0,2029,NA,"코스피","서비스업",2490,10,225369643530
"571","033640","네패스","-",9810,"310","31.65","5,943","1.65",100,1.02,215,NA,"코스닥","IT H/W",9810,380,225360627210
"572","054780","키이스트","-",2640,"-","-","625","4.22",0,0,477,NA,"코스닥","오락·문화",2640,15,224863650000
"573","045100","한양이엔지","-",12450,"1,951","6.38","13,225","0.94",300,2.41,359,NA,"코스닥","기타서비스",12450,0,2.241e+11
"574","013030","하이록코리아","-",16450,"1,728","9.52","24,092","0.68",400,2.43,64,NA,"코스닥","금속",16450,-900,223937666400
"575","000970","한국주철관","-",9800,"551","17.79","11,194","0.88",200,2.04,1367,NA,"코스피","철강금속",9800,210,223444900000
"576","097780","에스맥","-",1005,"57","17.63","917","1.1",0,0,802,NA,"코스닥","IT H/W",1005,53,222042965370
"577","086390","유니테스트","-",10500,"1,192","8.81","4,386","2.39",200,1.9,714,NA,"코스닥","IT H/W",10500,50,221908323000
"578","239610","에이치엘사이언스","-",43100,"967","44.57","10,333","4.17",200,0.46,1192,NA,"코스닥","음식료·담배",43100,300,221626578800
"579","095190","이엠코리아","-",6060,"-","-","2,384","2.54",0,0,784,NA,"코스닥","기계·장비",6060,650,220176186240
"580","195870","해성디에스","-",12950,"1,410","9.18","10,644","1.22",300,2.32,2139,NA,"코스피","전기전자",12950,550,2.2015e+11
"581","046440","KG모빌리언스","-",7350,"511","14.38","6,920","1.06",200,2.72,375,NA,"코스닥","IT S/W & SVC",7350,210,219816133950
"582","091090","세원셀론텍","-",3600,"-","-","3,127","1.15",0,0,2047,NA,"코스피","기계",3600,100,219566851200
"583","001880","삼호","-",14400,"4,256","3.38","21,250","0.68",0,0,1428,NA,"코스피","건설업",14400,-200,218588630400
"584","041190","우리기술투자","-",2590,"44","58.86","700","3.7",20,0.77,315,NA,"코스닥","금융",2590,40,2.1756e+11
"585","047310","파워로직스","-",6330,"316","20.03","4,642","1.36",0,0,380,NA,"코스닥","IT H/W",6330,510,217454679900
"586","001390","KG케미칼","-",17400,"377","46.15","19,661","0.89",350,2.01,1392,NA,"코스피","화학",17400,-200,216726152400
"587","052330","코텍","-",13900,"1,460","9.52","16,783","0.83",300,2.16,432,NA,"코스닥","IT H/W",13900,200,216486272800
"588","217270","넵튠","-",10100,"1,808","5.59","4,464","2.26",0,0,1126,NA,"코스닥","출판·매체복제",10100,50,215911790500
"589","060280","큐렉소","-",6440,"-","-","2,363","2.73",0,0,514,NA,"코스닥","유통",6440,410,214820709320
"590","082920","비츠로셀","-",10900,"53","205.66","4,601","2.37",0,0,688,NA,"코스닥","IT H/W",10900,200,213535697900
"591","138490","코오롱플라스틱","-",5610,"461","12.17","5,114","1.1",120,2.14,2113,NA,"코스피","화학",5610,10,2.1318e+11
"592","054950","제이브이엠","-",33600,"1,895","17.73","19,135","1.76",300,0.89,482,NA,"코스닥","기계·장비",33600,950,212718508800
"593","260930","씨티케이코스메틱스","-",21000,"1,853","11.33","16,954","1.24",320,1.52,1229,NA,"코스닥","화학",21000,650,212565171000
"594","036530","S&T홀딩스","-",13000,"418","31.1","36,826","0.35",200,1.54,1941,NA,"코스피","금융업",13000,550,211950518000
"595","053950","경남제약","-",17200,"-","-","1,356","12.68",0,0,461,NA,"코스닥","제약",17200,0,211559707600
"596","033240","자화전자","-",11800,"1,406","8.39","15,845","0.74",450,3.81,1918,NA,"코스피","전기전자",11800,0,2.1122e+11
"597","143240","사람인에이치알","-",18150,"310","58.55","6,507","2.79",60,0.33,978,NA,"코스닥","IT S/W & SVC",18150,300,211161873450
"598","095570","AJ네트웍스","-",4505,"320","14.08","6,168","0.73",86,1.91,2059,NA,"코스피","서비스업",4505,90,210934438975
"599","044490","태웅","-",10500,"-","-","31,426","0.33",0,0,355,NA,"코스닥","금속",10500,50,210077500500
"600","215000","골프존","-",33450,"12,645","2.65","30,160","1.11",2400,7.17,1115,NA,"코스닥","IT S/W & SVC",33450,0,209912631750
"601","030790","동양네트웍스","-",2225,"-","-","857","2.6",0,0,1909,NA,"코스피","서비스업",2225,-25,209898605700
"602","033500","동성화인텍","-",7720,"-","-","3,199","2.41",0,0,211,NA,"코스닥","화학",7720,30,208313461480
"603","001780","알루코","-",2795,"172","16.25","2,774","1.01",50,1.79,1422,NA,"코스피","철강금속",2795,60,208294865090
"604","214180","민앤지","-",17500,"1,224","14.3","6,964","2.51",250,1.43,1107,NA,"코스닥","IT S/W & SVC",17500,-100,208015990000
"605","035890","서희건설","-",1190,"191","6.23","1,465","0.81",15,1.26,232,NA,"코스닥","건설",1190,15,206426616550
"606","004970","신라교역","-",12900,"1,657","7.79","29,975","0.43",500,3.88,1571,NA,"코스피","어업",12900,150,2.064e+11
"607","085370","루트로닉","-",8140,"-","-","5,216","1.56",15,0.18,705,NA,"코스닥","의료·정밀기기",8140,500,205245867200
"608","004380","삼익THK","-",9770,"1,364","7.16","8,633","1.13",400,4.09,1546,NA,"코스피","기계",9770,190,2.0517e+11
"609","255440","야스","-",15600,"1,390","11.22","8,250","1.89",0,0,1218,NA,"코스닥","IT H/W",15600,500,203704800000
"610","001250","GS글로벌","-",2465,"257","9.59","4,452","0.55",25,1.01,1384,NA,"코스피","유통업",2465,20,203445728260
"611","175250","아이큐어","-",33050,"110","300.45","3,560","9.28",0,0,1023,NA,"코스닥","제약",33050,1200,202382269900
"612","127160","매직마이크로","-",3440,"-","-","1,078","3.19",0,0,929,NA,"코스닥","IT H/W",3440,110,202350352880
"613","039560","다산네트웍스","-",6890,"-","-","5,128","1.34",0,0,299,NA,"코스닥","IT H/W",6890,370,201164257060
"614","121800","비덴트","-",8000,"3,431","2.33","6,605","1.21",0,0,900,NA,"코스닥","IT H/W",8000,100,200772432000
"615","119860","다나와","-",15300,"1,048","14.6","5,877","2.6",230,1.5,896,NA,"코스닥","IT S/W & SVC",15300,300,200044776600
"616","016100","리더스코스메틱","-",11000,"-","-","4,516","2.44",0,0,80,NA,"코스닥","화학",11000,200,199874554000
"617","008700","아남전자","-",2590,"-","-","898","2.88",0,0,1690,NA,"코스피","전기전자",2590,100,199753283800
"618","025320","시노펙스","-",2840,"-","-","835","3.4",0,0,143,NA,"코스닥","IT H/W",2840,100,199217190320
"619","002840","미원상사","-",257000,"32,510","7.91","228,360","1.13",0,0,1471,NA,"코스피","화학",257000,8000,199159580000
"620","214420","토니모리","-",11250,"-","-","6,473","1.74",50,0.44,2149,NA,"코스피","화학",11250,-50,1.9845e+11
"621","087730","네패스신소재","-",56400,"-","-","4,359","12.94",0,0,726,NA,"코스닥","IT H/W",56400,100,198287566800
"622","220630","해마로푸드서비스","-",2110,"121","17.44","606","3.48",28,1.33,1143,NA,"코스닥","유통",2110,55,198124328460
"623","049070","인탑스","-",11500,"967","11.89","22,211","0.52",200,1.74,395,NA,"코스닥","IT H/W",11500,-50,1.978e+11
"624","028100","동아지질","-",17150,"1,514","11.33","13,585","1.26",200,1.17,1897,NA,"코스피","건설업",17150,300,1.97225e+11
"625","142760","바이오리더스","-",12350,"-","-","2,211","5.59",0,0,976,NA,"코스닥","기타서비스",12350,600,197109828500
"626","036800","나이스정보통신","-",19650,"3,849","5.11","17,971","1.09",350,1.78,255,NA,"코스닥","통신방송서비스",19650,-200,1.965e+11
"627","007630","폴루스바이오팜","-",6010,"-","-","878","6.85",0,0,1668,NA,"코스피","전기전자",6010,310,195688376620
"628","217480","에스디생명공학","-",8720,"657","13.27","4,746","1.84",150,1.72,1128,NA,"코스닥","화학",8720,250,195459375520
"629","000680","LS네트웍스","-",2480,"280","8.86","7,902","0.31",0,0,1352,NA,"코스피","유통업",2480,0,195431479680
"630","083640","인콘","-",1460,"8","182.5","382","3.82",0,0,694,NA,"코스닥","IT H/W",1460,35,194529345880
"631","004960","한신공영","-",16800,"6,860","2.45","31,749","0.53",375,2.23,1570,NA,"코스피","건설업",16800,0,194387793600
"632","035510","신세계 I&C","-",113000,"5,993","18.86","96,712","1.17",1000,0.88,1938,NA,"코스피","서비스업",113000,-1000,1.9436e+11
"633","013580","계룡건설","-",21750,"6,112","3.56","37,841","0.57",0,0,1792,NA,"코스피","건설업",21750,450,194247227250
"634","264450","유비쿼스","-",37900,"2,392","15.84","13,226","2.87",500,1.32,1246,NA,"코스닥","IT H/W",37900,1300,194197894500
"635","108490","로보티즈","-",17200,"246","69.92","3,782","4.55",0,0,854,NA,"코스닥","IT S/W & SVC",17200,750,193517200000
"636","111710","남화산업","-",9390,"488","19.24","6,725","1.4",100,1.06,866,NA,"코스닥","오락·문화",9390,290,193321320000
"637","036540","SFA반도체","-",1360,"68","20","1,773","0.77",0,0,247,NA,"코스닥","IT H/W",1360,10,191925418160
"638","064260","다날","-",3525,"215","16.4","3,129","1.13",0,0,537,NA,"코스닥","IT S/W & SVC",3525,-5,191670655350
"639","005420","코스모화학","-",12100,"1,537","7.87","7,066","1.71",0,0,1596,NA,"코스피","화학",12100,50,191670025800
"640","007720","대명코퍼레이션","-",1890,"111","17.03","1,056","1.79",0,0,37,NA,"코스닥","유통",1890,65,190512850500
"641","048550","SM C&C","-",2020,"-","-","1,222","1.65",0,0,390,NA,"코스닥","오락·문화",2020,50,190003272520
"642","069110","코스온","-",10150,"64","158.59","3,760","2.7",0,0,608,NA,"코스닥","화학",10150,450,189776184150
"643","092130","이크레더블","-",15700,"905","17.35","3,486","4.5",530,3.38,762,NA,"코스닥","기타서비스",15700,-100,189084520000
"644","245620","EDGC","-",5220,"-","-","384","13.59",0,0,1204,NA,"코스닥","기타서비스",5220,1200,188822746800
"645","016610","DB금융투자","-",4445,"107","41.54","14,360","0.31",100,2.25,1828,NA,"코스피","금융업",4445,5,188674199105
"646","166480","코아스템","-",12000,"-","-","4,174","2.87",0,0,1010,NA,"코스닥","제약",12000,550,188609280000
"647","086980","쇼박스","-",3010,"254","11.85","2,219","1.36",50,1.66,722,NA,"코스닥","오락·문화",3010,10,1.88426e+11
"648","089980","상아프론테크","-",13200,"550","24","7,676","1.72",140,1.06,743,NA,"코스닥","화학",13200,100,188278675200
"649","281820","케이씨텍","-",9490,"563","16.86","10,331","0.92",180,1.9,2172,NA,"코스피","의료정밀",9490,70,188275336600
"650","138690","엘아이에스","-",12200,"-","-","1,716","7.11",0,0,962,NA,"코스닥","IT H/W",12200,50,188182364800
"651","123860","아나패스","-",18550,"73","254.11","7,506","2.47",200,1.08,921,NA,"코스닥","IT H/W",18550,450,187868835000
"652","044820","코스맥스비티아이","-",19550,"402","48.63","30,075","0.65",100,0.51,1956,NA,"코스피","금융업",19550,200,187756655550
"653","128820","대성산업","-",4150,"8,533","0.49","9,513","0.44",0,0,2103,NA,"코스피","유통업",4150,265,187727233700
"654","011370","서한","-",1860,"768","2.42","2,839","0.66",40,2.15,57,NA,"코스닥","건설",1860,-20,187664448900
"655","183300","코미코","-",21350,"2,312","9.23","7,948","2.69",330,1.55,1037,NA,"코스닥","IT H/W",21350,700,187346250000
"656","049180","셀루메드","-",9090,"-","-","2,386","3.81",0,0,398,NA,"코스닥","제약",9090,30,185690619990
"657","006620","동구바이오제약","-",19300,"1,482","13.02","4,952","3.9",0,0,28,NA,"코스닥","제약",19300,300,185357200000
"658","230360","에코마케팅","-",11400,"478","23.85","4,399","2.59",250,2.19,1176,NA,"코스닥","기타서비스",11400,200,184667881800
"659","236200","슈프리마","-",26000,"1,284","20.25","13,729","1.89",0,0,1183,NA,"코스닥","일반전기전자",26000,1800,184087098000
"660","097520","엠씨넥스","-",12950,"-","-","5,920","2.19",260,2.01,801,NA,"코스닥","IT H/W",12950,450,183439249350
"661","033160","엠케이전자","-",8410,"2,168","3.88","13,738","0.61",140,1.66,202,NA,"코스닥","IT H/W",8410,10,183402664490
"662","196490","디에이테크놀로지","-",3500,"36","97.22","1,317","2.66",50,1.43,1067,NA,"코스닥","기계·장비",3500,-70,183257725000
"663","000390","삼화페인트","-",6920,"82","84.39","11,137","0.62",175,2.53,1337,NA,"코스피","화학",6920,50,182956156920
"664","048410","현대바이오","-",5420,"37","146.49","948","5.72",0,0,386,NA,"코스닥","화학",5420,290,182756215780
"665","000890","보해양조","-",1890,"111","17.03","1,032","1.83",0,0,1364,NA,"코스피","음식료품",1890,-390,182518331940
"666","299910","베스파","-",22800,"1,738","13.12","331","68.88",0,0,1292,NA,"코스닥","IT S/W & SVC",22800,600,182092678800
"667","008970","동양철관","-",1520,"-","-","551","2.76",0,0,1696,NA,"코스피","철강금속",1520,-25,180705640800
"668","002460","화성산업","-",14500,"3,687","3.93","28,003","0.52",890,6.14,1455,NA,"코스피","건설업",14500,150,180536600000
"669","003070","코오롱글로벌","-",7130,"601","11.86","18,236","0.39",150,2.1,1483,NA,"코스피","건설업",7130,130,179750422940
"670","004870","티웨이홀딩스","-",2380,"433","5.5","1,177","2.02",0,0,1566,NA,"코스피","전기전자",2380,100,179540236120
"671","200780","비씨월드제약","-",22400,"1,056","21.21","10,066","2.23",100,0.45,1077,NA,"코스닥","제약",22400,700,179386323200
"672","061970","엘비세미콘","-",4085,"182","22.45","2,293","1.78",0,0,528,NA,"코스닥","IT H/W",4085,-125,178860058320
"673","102710","이엔에프테크놀로지","-",12550,"1,838","6.83","13,247","0.95",100,0.8,835,NA,"코스닥","화학",12550,450,178559341800
"674","030210","KTB투자증권","-",2960,"447","6.62","6,862","0.43",0,0,1906,NA,"코스피","금융업",2960,80,178529712320
"675","123420","선데이토즈","-",18650,"1,465","12.73","13,307","1.4",0,0,917,NA,"코스닥","IT S/W & SVC",18650,950,178477553300
"676","054050","농우바이오","-",11100,"651","17.05","12,154","0.91",200,1.8,464,NA,"코스닥","농림업",11100,200,177939227100
"677","036190","금화피에스시","-",29650,"3,369","8.8","30,651","0.97",900,3.04,241,NA,"코스닥","건설",29650,50,1.779e+11
"678","009460","한창제지","-",2970,"198","15","1,177","2.52",20,0.67,1716,NA,"코스피","종이목재",2970,135,177212433420
"679","007110","일신석재","-",2285,"2","1,142.5","655","3.49",0,0,1655,NA,"코스피","유통업",2285,0,176988353850
"680","288620","에스퓨얼셀","-",30700,"678","45.28","1,470","20.88",0,0,1274,NA,"코스닥","일반전기전자",30700,2000,176350501200
"681","097230","한진중공업","-",1655,"-","-","5,449","0.3",0,0,2064,NA,"코스피","건설업",1655,15,175516900740
"682","052710","아모텍","-",18000,"2,600","6.92","19,685","0.91",0,0,438,NA,"코스닥","IT H/W",18000,550,175381308000
"683","225570","넷게임즈","-",7300,"-","-","1,280","5.7",0,0,1161,NA,"코스닥","IT S/W & SVC",7300,270,175225024400
"684","201490","미투온","-",5600,"82","68.29","1,819","3.08",0,0,1078,NA,"코스닥","IT S/W & SVC",5600,160,175043512000
"685","016380","동부제철","-",6420,"-","-","6,506","0.99",0,0,1823,NA,"코스피","철강금속",6420,50,174838582080
"686","282690","동아타이어","-",12700,"15","846.67","23,549","0.54",0,0,2174,NA,"코스피","화학",12700,-150,174409290500
"687","088800","에이스테크","-",5100,"-","-","2,126","2.4",0,0,730,NA,"코스닥","IT H/W",5100,150,174016865400
"688","082740","HSD엔진","-",5280,"-","-","7,389","0.71",0,0,2025,NA,"코스피","기계",5280,80,173960909760
"689","011930","신성이엔지","-",1005,"-","-","473","2.12",0,0,1771,NA,"코스피","전기전자",1005,0,173858681565
"690","007820","에스엠코어","-",8660,"-","-","3,778","2.29",50,0.58,39,NA,"코스닥","기계·장비",8660,260,173493972360
"691","077500","유니퀘스트","-",6380,"456","13.99","6,427","0.99",100,1.57,2010,NA,"코스피","유통업",6380,170,173476359760
"692","006380","카프로","-",4335,"309","14.03","6,590","0.66",50,1.15,1638,NA,"코스피","화학",4335,10,1.734e+11
"693","027390","한화갤러리아타임월드","-",28800,"-","-","40,158","0.72",0,0,1892,NA,"코스피","유통업",28800,300,172803772800
"694","123690","한국화장품","-",10750,"251","42.83","3,691","2.91",0,0,2099,NA,"코스피","유통업",10750,150,1.72731e+11
"695","089030","테크윙","-",9170,"2,182","4.2","8,202","1.12",230,2.51,733,NA,"코스닥","IT H/W",9170,-70,172650302440
"696","229640","LS전선아시아","-",5630,"419","13.44","3,825","1.47",160,2.84,2152,NA,"코스피","금융업",5630,30,172418068770
"697","036030","KTH","-",4820,"90","53.56","5,748","0.84",0,0,236,NA,"코스닥","유통",4820,-10,172146406040
"698","011390","부산산업","-",163000,"2,962","55.03","47,358","3.44",250,0.15,1761,NA,"코스피","비금속광물",163000,1000,1.72128e+11
"699","108790","인터파크","-",5160,"253","20.4","5,119","1.01",150,2.91,855,NA,"코스닥","유통",5160,-30,170979076800
"700","027050","코리아나","-",4270,"58","73.62","1,946","2.19",50,1.17,157,NA,"코스닥","화학",4270,125,1.708e+11
"701","268600","셀리버리","-",22400,"-","-","948","23.63",0,0,1256,NA,"코스닥","기타서비스",22400,-650,170522396800
"702","263720","디앤씨미디어","-",14150,"396","35.73","2,655","5.33",0,0,1238,NA,"코스닥","IT S/W & SVC",14150,500,170385003450
"703","115180","큐리언트","-",19900,"-","-","1,921","10.36",0,0,879,NA,"코스닥","기타서비스",19900,300,169879653400
"704","086890","이수앱지스","-",6360,"-","-","2,709","2.35",0,0,719,NA,"코스닥","제약",6360,290,169336857120
"705","018310","삼목에스폼","-",11500,"2,389","4.81","21,921","0.52",100,0.87,96,NA,"코스닥","금속",11500,200,1.6905e+11
"706","036890","진성티이씨","-",7500,"535","14.02","4,581","1.64",180,2.4,258,NA,"코스닥","기계·장비",7500,90,168617010000
"707","241690","유니테크노","-",14100,"520","27.12","4,631","3.04",0,0,1196,NA,"코스닥","운송장비·부품",14100,450,168178032000
"708","007210","벽산","-",2450,"186","13.17","3,394","0.72",25,1.02,1658,NA,"코스피","비금속광물",2450,-70,1.67972e+11
"709","000700","유수홀딩스","-",6450,"-","-","7,432","0.87",0,0,1353,NA,"코스피","서비스업",6450,170,167969687400
"710","001790","대한제당","-",19000,"1,230","15.45","46,923","0.4",550,2.89,1423,NA,"코스피","음식료품",19000,-350,167960038000
"711","131390","피앤이솔루션","-",11750,"522","22.51","3,805","3.09",0,0,943,NA,"코스닥","일반전기전자",11750,250,1.6779e+11
"712","005740","크라운해태홀딩스","-",11300,"14,475","0.78","18,608","0.61",100,0.88,1607,NA,"코스피","금융업",11300,200,167775021100
"713","100130","동국S&C","-",2935,"131","22.4","4,651","0.63",100,3.41,817,NA,"코스닥","금속",2935,15,167714705000
"714","014790","한라","-",4310,"534","8.07","8,199","0.53",100,2.32,1804,NA,"코스피","건설업",4310,-70,167551000020
"715","008040","사조동아원","-",1185,"353","3.36","1,153","1.03",0,0,1677,NA,"코스피","음식료품",1185,0,167256351000
"716","012030","DB","-",831,"-","-","735","1.13",0,0,1772,NA,"코스피","서비스업",831,1,167175538323
"717","197210","리드","-",11300,"-","-","757","14.93",0,0,1070,NA,"코스닥","IT H/W",11300,-250,166719861000
"718","060720","KH바텍","-",8190,"-","-","10,464","0.78",0,0,524,NA,"코스닥","IT H/W",8190,490,166666639230
"719","232140","와이아이케이","-",2695,"246","10.96","1,311","2.06",0,0,1178,NA,"코스닥","IT H/W",2695,60,166519888920
"720","121600","나노신소재","-",15300,"637","24.02","7,589","2.02",130,0.85,899,NA,"코스닥","화학",15300,300,165979494900
"721","072020","중앙백신","-",16600,"507","32.74","7,156","2.32",50,0.3,622,NA,"코스닥","제약",16600,200,1.65336e+11
"722","100700","세운메디칼","-",3770,"212","17.78","1,774","2.13",40,1.06,820,NA,"코스닥","제약",3770,130,1.65126e+11
"723","031330","에스에이엠티","-",1650,"297","5.56","1,925","0.86",110,6.67,175,NA,"코스닥","유통",1650,10,164991860550
"724","090350","노루페인트","-",8230,"1,439","5.72","14,613","0.56",250,3.04,2042,NA,"코스피","화학",8230,-110,1.646e+11
"725","057500","SKC 솔믹스","-",2670,"641","4.17","1,165","2.29",0,0,491,NA,"코스닥","IT H/W",2670,115,164189086800
"726","122450","KMH","-",7520,"1,359","5.53","6,999","1.07",0,0,905,NA,"코스닥","통신방송서비스",7520,50,163809912160
"727","290380","대유","-",18050,"910","19.84","4,891","3.69",0,0,1278,NA,"코스닥","화학",18050,250,163395820000
"728","015890","태경산업","-",5580,"375","14.88","6,261","0.89",200,3.58,1820,NA,"코스피","화학",5580,-10,163096425000
"729","000320","노루홀딩스","-",12250,"4,114","2.98","28,287","0.43",450,3.67,1334,NA,"코스피","금융업",12250,-150,162816599750
"730","000140","하이트진로홀딩스","-",7010,"-","-","21,002","0.33",150,2.14,1319,NA,"코스피","금융업",7010,70,162679422650
"731","052400","코나아이","-",10450,"-","-","8,871","1.18",0,0,433,NA,"코스닥","IT S/W & SVC",10450,-50,162592783100
"732","002450","삼익악기","-",1795,"-","-","2,369","0.76",50,2.79,1454,NA,"코스피","기타제조",1795,45,162502992425
"733","000860","강남제비스코","-",25000,"3,568","7.01","74,589","0.34",550,2.2,1360,NA,"코스피","화학",25000,100,1.625e+11
"734","067390","아스트","-",10300,"99","104.04","6,715","1.53",0,0,592,NA,"코스닥","운송장비·부품",10300,-50,161865499100
"735","003350","한국화장품제조","-",35700,"1,222","29.21","10,481","3.41",100,0.28,1495,NA,"코스피","화학",35700,350,161792400000
"736","065060","지엔코","-",1650,"-","-","1,530","1.08",0,0,546,NA,"코스닥","섬유·의류",1650,10,161713272600
